class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1405	835	1434	850	false	false	
4.1.5	1538	767	1584	810	false	true	
2.1	1530	687	1597	754	false	false	
6.16	1602	898	1674	921	false	false	
3.27	1404	805	1433	833	false	false	
5.19.1	674	786	700	814	false	false	
5.19.2	758	816	783	840	false	false	
8.24	671	917	701	931	false	false	
3.27	670	885	701	916	false	false	
6.4	590	867	608	884	false	true	
6.4	525	870	544	889	false	false	
5.19.2	116	822	145	851	false	false	
5.19.1	1406	770	1433	798	false	false	
3.24	443	889	454	911	false	false	40
8.6.5	525	890	544	898	false	false	
8.6.5	591	886	609	895	false	false	
8.17	592	896	610	904	false	false	
