class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.34.3	1461	974	1480	983	false	true	
3.24	1470	957	1480	968	true	false	80
4.2.3	1457	960	1467	972	false	true	
4.2.3	1408	925	1437	954	false	true	
8.2.4	1737	923	1759	968	false	false	
6.9.1	1598	896	1643	919	false	true	NA
8.24	1726	898	1770	920	false	false	
3.27	1724	850	1767	896	false	false	
6.9.2	1480	805	1585	860	false	false	NA
1.34.2	1407	971	1439	984	false	true	
1.20.2	1434	953	1451	969	true	false	
3.24	1393	956	1409	974	true	false	60
1.25	1413	953	1429	968	true	false	
4.2.1	1447	938	1469	960	false	true	
