class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1512	967	1524	979	true	false	80
1.25	1488	971	1495	983	true	true	
4.2.3	1496	969	1510	982	false	false	
1.20.2	1459	964	1476	981	true	false	
3.24	1418	969	1432	984	true	false	60
4.2.3	1434	937	1460	965	false	true	
8.2.4	1650	950	1664	981	false	false	
8.24	1641	933	1671	947	false	false	
3.27	1640	901	1670	931	false	false	
6.9.2	1537	832	1632	881	false	true	NA
1.34.3	1498	985	1523	991	false	true	
6.9.1	1673	911	1706	930	false	true	NA
4.2.1	1491	949	1512	967	false	true	
1.25	1435	963	1455	980	true	false	
1.34.2	1433	982	1454	997	false	true	
