class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1391	929	1427	948	false	true	NA
6.10.1	1449	925	1456	935	false	true	NA
6.10.1	1371	954	1394	967	false	true	NA
1.34.2	1252	978	1276	991	false	true	
3.24	1221	962	1237	968	true	true	60
1.25	1242	958	1259	976	true	true	
4.2.3	1238	931	1268	962	false	true	
1.20.2	1262	957	1283	977	true	false	
6.9.1	1335	827	1425	876	false	true	NA
8.23	2075	747	2223	817	false	false	
3.24	2089	602	2205	716	false	false	80
8.5.2	2080	425	2194	482	false	false	
5.14	2069	281	2195	401	false	false	
4.2.1	1198	942	1221	965	false	true	
8.2.4	1433	957	1440	974	false	false	
3.27	1428	931	1442	947	false	false	
1.25	1180	962	1197	979	false	false	
