class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.4	560	938	574	967	false	false	
3.27	555	907	586	937	false	false	
3.24	557	877	588	907	false	false	20
5.20	560	847	590	877	false	false	
5.19.2	475	884	500	909	false	false	
3.25	305	895	322	911	false	false	20
5.20	306	876	324	892	false	false	
5.19.2	66	910	91	933	false	true	
8.17	2124	883	2170	908	false	false	
8.6.5	2123	857	2169	885	false	false	
6.4	2121	812	2166	858	false	false	
8.6.5	1958	873	2002	894	false	false	
6.4	1961	827	2004	870	false	false	
3.24	1531	766	1588	861	false	false	40
