class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1130	979	1141	982	false	true	60
6.9.1	1267	872	1339	911	false	true	NA
6.9.1	1343	943	1376	963	false	true	NA
8.23	1382	936	1412	951	false	false	
3.24	1380	900	1407	927	false	false	80
8.5.2	1377	856	1406	869	false	false	
5.14	1375	821	1404	848	false	false	
8.2.4	1689	821	1716	878	false	false	
8.24	1670	787	1728	816	false	false	
1.25	1148	974	1161	983	true	true	
1.20.2	1168	974	1186	990	true	true	
4.2.3	1145	948	1171	974	false	true	
3.27	1668	710	1725	767	false	false	
