class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.4	1377	925	1386	943	false	false	
6.9.2	1183	550	1454	693	false	false	NA
1.20.2	1175	962	1195	984	true	false	
1.25	1154	963	1171	983	true	true	
4.2.3	1148	930	1178	961	false	true	
3.24	1312	936	1325	948	false	false	80
5.14	1311	894	1325	907	false	false	
8.24	1374	913	1391	923	false	false	
3.27	1370	886	1389	905	false	false	
6.9.1	1286	887	1343	919	false	true	NA
1.34.3	1400	945	1420	1013	false	false	
4.2.3	1397	919	1417	941	false	false	
6.9.1	1355	942	1377	955	false	true	NA
5.19.2	1707	915	1713	937	false	false	
