class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1406	933	1416	942	false	true	NA
8.5.2	1379	875	1400	886	false	false	
5.14	1378	851	1399	870	false	false	
8.23	1382	936	1405	947	false	false	
8.2.4	1531	877	1547	910	false	false	
8.24	1521	857	1555	874	false	false	
1.34.3	1670	898	1713	1042	false	false	
4.2.3	1660	840	1713	895	false	false	
5.19.1	2010	762	2040	836	false	false	
3.24	1382	909	1402	929	false	false	80
6.9.1	1312	871	1377	905	false	true	NA
3.27	1520	809	1553	845	false	false	
1.20.2	1211	958	1226	979	true	true	
4.2.3	1180	931	1212	960	false	true	
6.9.2	1217	0	1958	166	false	true	NA
5.19.2	2191	850	2211	892	false	false	
