class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1403	806	1436	821	false	false	
3.27	1403	770	1434	803	false	false	
5.19.1	1403	733	1434	763	false	false	
2.1	1573	611	1653	691	false	false	
4.1.5	1583	707	1639	760	false	true	
6.16	1670	864	1756	893	false	false	
6.4	520	848	539	866	false	true	
6.4	451	852	471	872	false	false	
8.24	580	897	613	913	false	false	
3.27	578	861	613	896	false	false	
5.19.2	683	786	711	813	false	false	
5.19.1	581	751	612	782	false	false	
3.24	343	870	355	896	false	false	40
8.6.5	521	868	540	878	false	false	
8.17	523	880	541	888	false	false	
8.6.5	451	873	471	881	false	false	
