class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1430	923	1445	933	false	true	NA
8.5.2	1627	707	1680	735	false	false	
3.24	1631	796	1684	849	false	false	80
8.23	1624	866	1693	897	false	false	
6.10.1	1369	952	1392	963	false	true	NA
1.20.2	1238	957	1258	975	true	false	
6.9.1	1388	929	1417	946	false	true	NA
6.9.1	1327	837	1411	882	false	true	NA
5.14	1623	640	1679	693	false	false	
1.25	1219	955	1236	974	true	true	
4.2.3	1215	928	1243	957	false	true	
3.24	1199	960	1211	965	false	true	60
1.34.2	1221	976	1251	990	false	true	
4.2.1	1197	940	1212	956	false	true	
8.2.4	1403	958	1410	971	false	false	
3.27	1398	933	1410	947	false	false	
