class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	1432	954	1452	975	false	true	
1.25	1423	976	1439	992	true	false	
4.2.3	1436	973	1451	988	false	false	
3.24	1454	975	1467	988	true	false	80
1.34.3	1423	987	1459	996	false	true	
3.27	1547	918	1572	942	false	false	
8.24	1550	945	1573	957	false	false	
8.2.4	1555	960	1568	985	false	false	
6.9.2	1489	845	1578	891	false	true	NA
6.9.1	1630	917	1668	937	false	true	NA
4.2.3	1361	942	1392	968	false	true	
3.24	1348	972	1363	988	true	false	60
1.25	1366	968	1384	986	true	false	
1.20.2	1386	967	1405	985	true	false	
