class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1186	846	1196	886	false	false	
3.25	862	772	920	829	false	false	80
2.1	849	667	930	747	false	false	
3.27	737	912	766	943	false	false	
3.13	739	885	765	912	false	false	4,5 м
5.5	737	854	764	883	false	false	
5.16	675	888	687	907	false	false	
6.10.1	533	745	653	782	false	false	NA
5.19.1	2367	388	2448	650	false	true	
6.10.1	351	745	476	783	false	false	NA
6.10.1	172	747	307	785	false	false	NA
5.19.2	1230	859	1257	924	false	false	
5.7.1	1181	828	1197	845	false	false	
5.19.1	1191	899	1201	936	false	false	
4.2.1	1529	701	1549	729	false	true	
