class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.17	1759	916	1789	933	false	false	
8.6.5	1758	899	1788	914	false	false	
6.4	1756	865	1787	897	false	false	
6.4	1651	875	1680	906	false	false	
8.6.5	1648	908	1679	922	false	false	
8.24	1505	864	1624	920	false	false	
3.27	1503	737	1623	857	false	false	
5.19.1	1520	335	1637	456	false	false	
3.24	570	912	592	933	false	false	20
3.27	567	934	591	958	false	false	
8.2.4	572	959	584	983	false	false	
5.19.2	1952	568	2044	658	false	false	
5.19.1	127	642	207	720	false	false	
3.24	1273	867	1308	921	false	false	40
5.19.2	485	915	505	935	false	false	
5.20	571	886	597	911	false	false	
5.20	291	902	306	919	false	false	
3.25	291	920	305	934	false	false	20
