class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1192	959	1224	976	false	true	NA
4.2.3	1151	950	1175	976	false	false	
4.2.1	1065	954	1090	976	false	true	
6.9.1	1231	915	1298	950	false	true	NA
6.10.1	1391	871	1440	897	false	false	NA
6.9.1	1236	391	1609	584	false	false	NA
1.20.2	1173	976	1188	989	true	false	
1.25	1156	974	1165	981	true	true	
3.24	1138	979	1147	982	false	true	60
5.16	1372	945	1386	964	false	true	
4.2.3	1070	977	1085	989	false	false	
3.24	1090	976	1104	990	true	false	80
1.25	1050	976	1065	989	true	true	
6.6	1282	949	1292	959	false	false	
6.6	646	985	655	996	false	false	
5.16	421	980	433	1000	false	false	
5.16	487	980	501	1001	false	false	
