class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.17	1727	861	1819	907	false	false	
8.6.1	1725	810	1818	857	false	false	
6.4	1724	712	1817	804	false	false	
5.19.2	1039	945	1054	960	false	false	
8.24	952	919	978	932	false	false	
3.27	951	890	979	917	false	false	
8.6.1	1470	935	1514	957	false	false	
6.4	1473	890	1514	932	false	false	
5.6	1323	944	1338	960	false	false	
2.4	1320	919	1340	939	false	false	
8.24	1347	931	1369	942	false	false	
3.27	1346	906	1369	930	false	false	
5.19.1	1324	962	1338	965	false	true	
