class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1451	830	1472	840	false	false	
6.16	1536	887	1576	904	false	true	
5.19.2	973	815	992	833	false	false	
8.24	922	892	942	902	false	false	
3.27	1450	806	1472	828	false	false	
3.27	920	868	942	891	false	false	
5.19.1	922	798	941	818	false	false	
5.19.1	1452	782	1471	802	false	false	
5.19.2	536	827	546	846	false	true	
4.1.5	1507	806	1534	831	false	true	
6.4	759	847	774	862	false	false	
2.1	1503	757	1543	797	false	false	
8.6.5	759	863	774	869	false	false	
8.6.5	812	859	826	867	false	true	
8.17	812	868	826	875	false	true	
