class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	1282	970	1303	989	false	true	
4.2.3	1286	990	1299	1002	false	false	
1.34.3	1272	1004	1311	1013	false	true	
3.24	1302	990	1313	1000	true	false	80
1.25	1266	987	1283	1002	true	false	
1.25	1202	986	1220	1001	true	false	
1.20.2	1223	986	1242	1002	true	false	
3.27	1383	947	1404	969	false	false	
8.24	1382	970	1402	981	false	false	
8.2.4	1389	983	1398	1004	false	true	
6.9.2	1361	874	1441	915	false	true	NA
4.2.3	1198	960	1228	986	false	true	
3.24	1182	987	1198	1005	true	false	60
6.9.1	1505	940	1538	957	false	true	NA
