class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.34.2	1429	983	1453	996	false	true	
3.24	1500	969	1511	983	true	false	80
4.2.3	1482	969	1496	982	false	false	
1.20.2	1455	964	1472	981	true	false	
3.24	1418	969	1431	984	true	false	60
4.2.3	1430	938	1456	964	false	true	
8.2.4	1690	944	1709	979	false	false	
8.24	1681	923	1717	941	false	false	
3.27	1679	884	1715	919	false	false	
6.9.2	1515	825	1616	877	false	true	NA
1.34.3	1484	984	1507	988	false	true	
6.9.1	1643	910	1684	930	false	true	NA
4.2.1	1481	950	1499	970	false	true	
1.25	1434	963	1452	981	true	false	
