class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1360	950	1391	967	false	true	NA
1.25	1164	978	1179	989	true	true	
8.23	1384	947	1411	960	false	false	
8.5.2	1380	873	1405	886	false	false	
5.14	1378	841	1404	866	false	false	
1.20.2	1184	979	1202	996	true	true	
4.2.3	1159	951	1186	979	false	true	
8.2.4	1622	855	1646	903	false	false	
8.24	1609	827	1656	851	false	false	
3.27	1606	762	1653	809	false	false	
1.34.3	2021	850	2099	1097	false	false	
4.2.3	2001	742	2102	842	false	false	
3.24	1382	913	1406	938	false	false	80
6.9.1	1283	880	1355	919	false	true	NA
3.24	1147	980	1158	987	false	true	60
