class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.4	1394	902	1430	938	false	false	
3.27	1293	964	1310	980	false	false	
2.4	1278	972	1293	990	false	true	
5.6	1281	992	1292	1008	false	false	
8.24	1007	979	1027	989	false	false	
3.27	1006	958	1027	978	false	false	
5.19.2	1056	996	1068	1008	false	false	
8.6.5	1965	744	2068	795	false	false	
6.4	1970	636	2068	738	false	false	
8.6.1	1394	940	1432	958	false	false	
8.17	1395	961	1434	980	false	false	
6.4	1344	962	1367	986	false	false	
8.6.1	1342	989	1368	1001	false	false	
8.24	1294	982	1311	992	false	false	
