class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	407	909	435	951	false	false	
8.23	1345	976	1362	983	false	false	
3.13	1403	981	1427	1004	false	false	4,2 м
1.1	1400	956	1430	981	false	false	
6.12	1888	893	2140	989	false	false	
5.19.2	638	954	661	975	false	false	
5.19.2	818	793	840	817	false	false	
5.19.1	1447	940	1473	964	false	false	
5.19.1	1247	770	1273	796	false	false	
5.23.1	1365	970	1416	977	false	true	Малые Вяземы
5.24.1	1364	979	1415	986	false	true	Большие Вяземы
1.3.1	1308	992	1330	1008	false	true	
