class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.24.1	1833	900	1963	919	false	false	Ново-Ивановское
5.23.1	1861	866	1927	892	false	false	Москва
8.2.1	1664	958	1700	977	false	false	400 м
3.24	1665	917	1704	955	false	false	50
8.2.5	1664	896	1701	915	false	false	600 м
3.24	1350	944	1363	958	false	false	50
8.22.3	1291	965	1304	1001	false	true	
4.2.3	1290	947	1307	962	false	false	
6.9.1	1216	931	1237	943	false	false	NA
8.2.1	1349	961	1362	969	false	false	400 м
4.1.1	1234	955	1240	961	false	false	
2.1	1233	945	1240	952	false	false	
1.15	1084	952	1093	961	false	false	
8	1085	963	1092	967	false	false	NA
