class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.1	1229	988	1235	1008	false	false	
4.2.1	1230	980	1235	986	false	false	
5.19.1	1290	995	1297	1002	false	false	
3.27	1299	982	1307	991	false	false	
5.20	1310	977	1322	989	false	false	
5.20	1344	981	1364	1000	false	false	
2.4	1356	970	1371	980	false	true	
2.4	1417	922	1452	956	false	false	
3.24	1613	885	1684	956	false	true	20
8.2.1	1625	851	1674	880	false	true	100 м
1.17	1610	774	1688	847	false	true	
4.1.2	1307	994	1312	1000	false	false	
5.19.2	1168	1001	1174	1008	false	false	
