class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1127	882	1165	922	false	false	50
8.22.3	980	928	1013	1023	false	true	
4.1.1	937	950	945	958	false	false	
6.9.1	933	931	957	945	false	true	NA
4.2.3	976	876	1020	920	false	false	
8.2.1	1126	924	1160	945	false	false	400 м
3.1	1760	977	1771	993	false	false	
2.1	935	933	943	945	false	true	
4.1.2	1082	961	1089	971	false	false	
2.4	1082	950	1089	958	false	false	
1.15	681	935	700	952	false	false	
8	683	955	698	962	false	false	NA
8	1284	983	1295	989	false	false	NA
