class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.4	1656	951	1683	988	false	false	
8.22.3	1407	963	1421	1014	false	false	
6.9.1	1214	968	1255	989	false	false	Сколковское ш. Сколково 100 м
4.2.3	1402	934	1427	960	false	false	
6.9.2	1127	965	1170	990	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.2	1180	967	1203	990	false	true	Заречье МКАД
4.2.2	1596	978	1604	984	false	false	
1.34.2	1595	987	1618	992	false	false	
3.24	1350	962	1362	975	false	false	100
2.1	1278	992	1286	999	false	false	
4.1.1	1279	1004	1284	1010	false	false	
