class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1133	866	1200	901	false	false	МКАД Сколковское ш. 0.6 Ленинский пр-т 8.3
4.1.1	1412	957	1429	975	false	false	
2.4	1410	936	1430	955	false	false	
2.4	1454	918	1475	937	false	false	
4.1.4	1534	931	1568	963	false	false	
2.1	1524	880	1570	926	false	false	
8	1585	958	1632	982	false	false	Пропан
4.1.2	1460	940	1475	958	false	false	
7.3	1587	889	1629	955	false	true	
3.24	1711	879	1753	919	false	false	40
4.1.1	1126	951	1143	968	false	false	
2.1	1120	926	1143	950	false	false	
