class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1272	917	1312	935	false	false	Сколково
6.9.2	1156	815	1226	883	false	false	Заречье МКАД
6.9.2	954	815	1123	882	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.1	1266	819	1392	886	false	false	Сколковское ш. Сколково 100 м
5.3	1407	927	1423	952	false	false	
5.15.5	1566	938	1589	964	false	false	
3.24	1406	955	1422	971	false	false	100
8.22.3	1311	993	1315	1009	false	false	
4.2.3	1309	982	1316	990	false	false	
6.10.2	1337	971	1359	979	false	true	53
