class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1304	1003	1314	1012	false	false	100
5.3	1305	987	1315	1000	false	false	
4.1.1	1319	992	1332	1004	false	false	
2.1	1317	973	1333	988	false	false	
8.22.3	1351	984	1360	1018	false	false	
4.2.3	1347	963	1361	978	false	false	
6.10.2	1470	920	1546	945	false	false	53
5.4	1510	975	1527	1003	false	false	
6.10.1	1281	800	1378	847	false	false	Сколково
4.2.3	1352	1021	1366	1034	false	false	
2.4	1407	984	1415	992	false	false	
4.1.2	1408	995	1415	1003	false	false	
