class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1342	1015	1351	1024	false	true	
5.3	1318	991	1324	1002	false	true	
5.4	1446	984	1456	1003	false	false	
6.9.1	1293	596	1575	751	false	false	Сколковское ш. Сколково 100 м
6.9.2	1049	592	1208	747	false	false	Заречье МКАД
6.9.2	598	597	979	748	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
2.1	1324	982	1335	994	false	false	
4.1.1	1326	996	1334	1004	false	false	
8.22.3	1341	992	1348	1013	false	false	
6.10.1	1289	880	1348	907	false	false	Сколково
6.10.2	1391	955	1431	970	false	false	53
3.24	1639	892	1683	936	false	false	100
5.3	1640	824	1683	890	false	false	
4.2.3	1338	976	1350	987	false	false	
