class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1195	979	1210	995	false	false	
6.7	1423	981	1430	989	false	false	
3.27	1472	983	1489	998	false	false	
5.5	1475	967	1487	981	false	false	
4.2.2	1592	1016	1609	1033	false	false	
2.1	1679	911	1731	961	false	false	
1.25	1621	1016	1640	1033	true	false	
2.2	1381	985	1390	995	false	false	
5.15.5	1432	986	1440	998	false	false	
5.19.2	2239	971	2250	981	false	true	
4.1.2	1323	970	1328	975	false	false	
5.6	1323	978	1328	984	false	false	
5.19.2	1314	977	1319	982	false	false	
3.1	1247	954	1251	959	false	false	
5.16	1001	970	1008	995	false	true	
6.9.2	830	795	1029	891	false	false	Москва, Инновационный центр "Сколково" Skolkovo innovation center
