class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.5	1491	1012	1497	1018	false	false	
2.1	1480	1000	1495	1014	false	false	
3.27	1358	1017	1366	1025	false	false	
5.15.4	1536	989	1548	1001	false	false	
5.19.1	1857	983	1871	1010	false	false	
5.19.2	1929	915	1975	959	false	false	
3.27	1491	1020	1497	1025	false	false	
2.4	1855	945	1875	975	false	false	
5.7.1	1852	931	1878	944	false	false	
6.9.2	1254	971	1305	995	false	false	Москва, Инновационный центр "Сколково" Skolkovo innovation center
6.9.2	422	480	657	645	false	true	М9 Псков М3 Калуга МКАД
