class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1403	982	1412	991	false	false	
4.1.2	1404	995	1412	1003	false	false	
5.3	1294	985	1304	1002	false	false	
3.24	1294	1003	1304	1013	false	false	100
4.1.1	1311	992	1324	1005	false	false	
2.1	1308	971	1324	989	false	false	
8.22.3	1346	982	1356	1017	false	false	
4.2.3	1342	960	1358	976	false	false	
5.4	1522	974	1536	1004	false	true	
6.10.1	1271	776	1381	829	false	false	Сколково
6.10.2	1492	908	1583	936	false	false	53
4.2.3	1347	1022	1364	1038	false	false	
