class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1282	996	1289	1003	false	false	
2.1	1282	985	1290	992	false	false	
3.24	1367	950	1381	964	false	false	100
1.34.2	1632	980	1657	984	false	false	
4.2.2	1628	970	1636	977	false	false	
6.9.1	1182	959	1205	982	false	true	Заречье МКАД
6.9.2	1123	960	1168	982	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
5.4	1757	932	1788	979	false	false	
8.22.3	1451	947	1467	1007	false	false	
6.9.1	1213	959	1258	983	false	false	Сколковское ш. Сколково 100 м
4.2.3	1443	910	1474	942	false	false	
6.7	425	964	437	977	false	false	
