class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1273	951	1293	965	false	false	NA
8.2.5	1494	959	1511	968	false	true	600 м
4.1.1	575	960	592	977	false	false	
6.9.2	1862	500	2169	730	false	false	М3 Калуга Внуково МКАД-Юг
4.2.3	1321	976	1332	987	false	false	
8.2.1	1362	986	1373	992	false	false	400 м
5.24.1	1501	971	1551	979	false	false	Ново-Ивановское
3.24	1495	973	1513	987	false	true	50
5.23.1	1512	959	1538	970	false	false	Москва
3.24	1363	974	1374	985	false	false	50
8.22.3	1322	989	1331	1013	false	true	
8.2.1	1495	991	1512	999	false	false	400 м
3.1	112	977	121	988	false	false	
4.1.1	1287	977	1292	983	false	false	
1.15	1167	976	1176	984	false	false	
8	1168	986	1176	990	false	false	NA
