class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1259	943	1272	963	false	true	
5.19.2	1268	936	1276	953	false	true	
5.20	1276	935	1294	953	false	false	
5.20	1642	868	1716	941	false	false	
8.17	1036	990	1054	1000	false	false	
5.19.2	1238	947	1249	950	false	true	
3.27	1642	790	1717	865	false	false	
5.20	1036	970	1054	988	false	false	
5.19.2	1036	951	1054	969	false	false	
8.17	1063	965	1075	972	false	true	
5.19.2	1062	950	1075	964	false	true	
5.20	393	977	401	985	false	false	
2.4	104	976	111	988	false	false	
