class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.10	1073	1009	1084	1021	false	true	
5.15.1	816	1025	823	1038	false	false	
3.27	1072	1022	1083	1034	false	true	
5.7.2	472	1005	494	1013	false	false	
8.2.2	1075	1036	1081	1049	false	false	70 м
5.16	2207	770	2264	848	false	true	
3.1	1749	988	1762	1000	false	true	
6.10.1	1495	854	1583	898	false	false	NA
6.10.1	1440	1009	1496	1021	false	false	ХРАМ НОВОМУЧЕНИКОВ И ИСПОВЕДНИКОВ РОССИЙСКИХ
3.4	1407	950	1425	967	false	false	8 т
6.10.1	1441	994	1495	1007	false	false	ЗАРЕЧЬЕ
6.16	1390	1007	1414	1013	false	false	
6.10.1	1289	991	1364	1029	false	true	NA
8.2.2	1276	1013	1283	1025	false	false	70 м
3.27	1274	1000	1284	1011	false	false	
8.1.4	1408	970	1425	977	false	false	50 м
2.4	477	1015	488	1027	false	false	
