class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1376	945	1387	960	false	false	
5.19.1	1284	933	1298	950	false	true	
4.1.2	1067	960	1077	973	false	false	
2.4	1066	942	1078	956	false	false	
6.4	992	949	1003	960	false	false	
5.19.2	571	943	585	956	false	false	
6.16	1644	939	1697	956	false	false	
2.4	1810	848	1843	878	false	false	
2.4	1731	910	1767	944	false	false	
2.2	1726	863	1771	906	false	false	
5.19.1	1676	826	1706	856	false	false	
5.19.2	487	895	514	920	false	true	
5.19.1	1919	889	1928	914	false	false	
3.27	2112	864	2119	886	false	false	
3.27	2114	919	2119	940	false	false	
8	2115	890	2118	915	false	false	
