class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	863	948	880	966	false	false	
3.24	1384	917	1411	945	false	false	20
8.2.1	1384	946	1413	962	false	false	50 м
5.20	1290	944	1305	959	false	true	
4.3	1270	971	1283	984	false	false	
2.1	1206	950	1216	960	false	false	
1.34.1	1197	977	1226	984	false	false	
5.20	1383	889	1409	915	false	false	
6.10.1	1293	903	1375	929	false	true	NA
3.29	1690	697	1762	769	false	false	
3.24	1800	728	1887	788	false	true	20
1.17	1793	633	1895	726	false	false	
8.13	1268	953	1283	967	false	false	
2.2	1265	935	1282	952	false	false	
5.19.1	1385	939	1403	959	false	true	
2.4	1285	972	1294	980	false	false	
