class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.16	1646	999	1668	1010	false	false	
5.15.2	1565	859	1592	887	false	false	
5.15.2	1459	871	1484	897	false	false	
2.1	1970	914	2027	972	false	false	
2.5	1946	936	1972	964	false	true	
4.1.2	1949	967	1971	995	false	false	
5.15.5	1623	981	1645	1001	false	false	
6.6	1470	1017	1479	1028	false	false	
5.14	1522	998	1537	1013	false	false	
5.19.2	937	987	945	996	false	false	
6.10.1	1836	617	2065	748	false	false	NA
5.15.2	1355	876	1381	902	false	false	
4.2.1	1265	1010	1274	1020	false	false	
5.15.2	1247	877	1272	904	false	false	
3.19	1212	877	1238	903	false	false	
4.1.1	1045	976	1054	986	false	false	
5.16	608	970	628	1002	false	false	
5.19.1	1045	989	1054	996	false	true	
