class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.5	1930	915	1944	932	false	true	
2.1	1933	888	1984	941	false	false	
6.10.1	1801	619	2008	738	false	false	NA
4.1.2	1932	935	1954	962	false	false	
5.15.5	1631	949	1651	968	false	false	
5.19.2	970	956	977	958	false	true	
5.14	1538	966	1552	980	false	false	
6.6	1491	985	1499	990	false	true	
5.15.2	1570	833	1596	860	false	false	
5.15.2	1471	846	1494	870	false	false	
5.15.2	1372	851	1396	875	false	false	
5.15.2	1269	853	1293	877	false	false	
4.2.1	1291	978	1298	985	false	true	
4.1.1	1075	945	1084	954	false	false	
6.16	1652	966	1673	977	false	false	
3.19	1237	852	1261	877	false	false	
5.16	674	943	691	971	false	false	
