class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	965	947	976	958	false	false	
4.1.1	966	931	976	941	false	false	
5.19.2	831	942	841	952	false	false	
3.1	783	990	795	1004	false	false	
2.1	699	989	709	1000	false	false	
5.16	0	878	3	940	false	true	
5.15.2	1756	735	1803	781	false	false	
3.19	1166	753	1209	797	false	false	
5.15.2	1222	754	1266	800	false	false	
4.2.1	1236	978	1246	988	false	false	
8.22.1	1240	992	1244	999	false	true	
6.6	1482	992	1494	1004	false	false	
5.14	1571	968	1589	986	false	false	
5.15.5	1774	944	1805	977	false	false	
6.16	1822	973	1856	988	false	false	
5.15.2	1580	751	1623	794	false	false	
5.15.2	1405	757	1450	801	false	false	
