class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.2	1942	944	1964	971	false	false	
4.1.1	1070	953	1078	961	false	false	
4.2.1	1288	987	1294	993	false	true	
3.19	1233	858	1258	883	false	false	
5.15.2	1266	859	1290	884	false	false	
5.15.2	1372	858	1395	882	false	false	
5.15.2	1472	852	1496	878	false	false	
5.16	658	948	676	979	false	false	
6.10.1	1816	619	2030	740	false	false	NA
2.1	1949	896	2001	950	false	false	
2.5	1939	913	1960	941	false	true	
6.6	1489	993	1497	1004	false	false	
5.15.2	1574	841	1599	867	false	false	
5.15.5	1633	957	1653	977	false	false	
6.16	1654	975	1676	985	false	false	
