class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.19	1140	897	1157	914	false	false	
5.16	772	964	784	984	false	false	
5.14	1389	973	1401	985	false	false	
5.15.5	1431	960	1446	976	false	true	
6.16	1444	973	1458	980	false	false	
2.1	1538	926	1569	956	false	false	
5.15.3	2151	826	2222	895	false	false	
5.15.2	1163	898	1179	914	false	false	
5.15.2	1234	897	1250	913	false	false	
5.15.2	1301	893	1317	907	false	false	
5.15.2	1371	884	1386	900	false	false	
6.10.1	1438	783	1552	849	false	false	NA
5.19.1	387	923	406	944	false	true	
