class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.2	1946	946	1970	973	false	false	
2.1	1957	895	2013	951	false	false	
2.5	1944	914	1968	940	false	true	
6.10.1	1825	610	2044	737	false	false	NA
6.16	1654	976	1676	987	false	false	
5.15.2	1573	840	1600	867	false	false	
5.15.2	1369	856	1394	883	false	false	
4.2.1	1284	988	1291	996	false	true	
5.15.2	1261	857	1288	884	false	false	
3.19	1229	858	1255	883	false	false	
4.1.1	1064	954	1072	963	false	false	
5.16	643	950	663	980	false	false	
5.15.5	1632	958	1652	979	false	false	
6.6	1485	994	1495	1006	false	false	
5.14	1535	975	1549	989	false	false	
5.15.2	1470	851	1496	878	false	false	
