class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1534	863	1564	893	false	false	
8.2.1	1891	836	1954	866	false	true	50 м
1.23	1882	667	1960	735	false	false	
3.24	1890	770	1953	832	false	false	20
1.11.1	1730	837	1795	892	false	false	
3.30	1440	927	1465	952	false	false	
5.19.1	1377	943	1388	955	false	false	
3.30	1361	942	1372	953	false	true	
5.19.1	1096	939	1106	950	false	false	
5.19.2	817	896	844	924	false	false	
8.2.1	1891	736	1953	766	false	false	50 м
5.21	1904	867	1914	922	false	true	
3.27	1905	830	1913	846	false	true	
