class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1801	623	2006	741	false	false	NA
2.1	1932	888	1983	941	false	false	
4.1.2	1935	936	1955	961	false	true	
5.15.5	1635	948	1655	968	false	false	
5.14	1544	965	1558	978	false	false	
6.6	1498	984	1505	990	false	true	
5.15.2	1576	835	1601	860	false	false	
5.15.2	1477	847	1500	871	false	false	
5.15.2	1379	852	1403	876	false	false	
5.15.2	1277	853	1300	877	false	false	
3.19	1244	853	1268	877	false	false	
4.2.1	1300	978	1305	985	false	true	
4.1.1	1083	945	1092	954	false	false	
6.16	1657	966	1678	976	false	false	
5.19.1	1083	957	1092	960	false	true	
5.19.2	979	956	986	960	false	true	
2.5	1931	919	1944	933	false	true	
