class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.5	1926	901	1945	924	false	true	
4.1.2	1926	928	1945	951	false	false	
8.22.1	1365	982	1369	997	false	true	
6.10.1	1763	668	1936	767	false	false	NA
2.1	1890	889	1933	934	false	false	
5.15.5	1667	942	1686	960	false	true	
6.16	1685	958	1705	967	false	false	
5.15.2	1514	852	1535	872	false	false	
5.15.2	1426	857	1447	879	false	false	
5.15.2	1333	859	1354	880	false	false	
3.19	1304	860	1326	881	false	false	
5.16	812	947	829	973	false	false	
5.19.1	162	880	191	911	false	false	
5.14	1593	957	1607	971	false	false	
5.15.2	1603	840	1626	862	false	false	
4.2.1	1366	1000	1371	1007	false	true	
6.6	1555	976	1561	985	false	false	
4.2.1	1362	972	1371	981	false	false	
4.1.1	1158	944	1166	952	false	false	
5.19.1	1158	955	1166	960	false	true	
5.19.2	1059	954	1066	959	false	true	
