class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1359	960	1368	969	false	false	20
5.19.1	1347	962	1355	970	false	true	
5.19.2	1148	970	1155	978	false	false	
3.24	1641	885	1673	917	false	false	40
5.19.1	2419	450	2448	654	false	true	
6.4	1420	931	1433	944	false	false	
1.23	1357	942	1370	953	false	false	
6.4	1997	821	2057	879	false	false	
5.20	1998	757	2058	815	false	false	
8.6.5	1996	884	2058	912	false	false	
1.23	1638	847	1676	883	false	false	
8.6.5	1419	945	1435	952	false	false	
1.11.1	1345	966	1356	978	false	false	
