class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.19	1039	534	1122	617	false	false	
5.15.2	1141	535	1231	625	false	false	
5.15.2	1801	535	1887	622	false	false	
5.15.2	2122	510	2213	601	false	false	
6.6	1452	975	1466	990	false	false	
5.14	1584	947	1608	972	false	false	
5.15.5	1963	911	2007	957	false	false	
4.1.1	843	900	856	914	false	false	
5.19.2	682	912	694	926	false	true	
3.1	603	970	618	987	false	false	
6.16	2061	951	2112	977	false	false	
8.22.1	1171	972	1178	984	false	true	
4.2.1	1168	959	1180	971	false	false	
5.19.1	843	919	857	932	false	false	
2.1	563	969	576	981	false	true	
5.15.2	1481	541	1569	631	false	false	
5.16	0	878	3	940	false	true	
