class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.2	1559	846	1579	867	false	false	
6.10.1	1683	696	1839	786	false	false	NA
2.1	1806	893	1845	933	false	false	
5.15.5	1623	940	1640	958	false	true	
6.16	1639	955	1658	964	false	false	
5.15.2	1475	857	1494	877	false	false	
5.15.2	1393	863	1412	882	false	false	
5.15.2	1306	866	1326	885	false	false	
3.19	1279	866	1300	886	false	false	
5.16	825	949	839	972	false	true	
5.19.1	262	894	288	921	false	false	
5.14	1559	955	1573	969	false	false	
2.5	1853	902	1864	924	false	true	
4.1.2	1855	927	1864	946	false	true	
6.6	1526	974	1534	983	false	false	
4.2.1	1341	971	1349	979	false	false	
8.22.1	1343	981	1347	995	false	false	
4.2.1	1341	996	1348	1004	false	false	
