class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.14	1537	974	1552	989	false	false	
5.16	658	949	677	980	false	false	
5.15.2	1574	841	1599	868	false	false	
4.2.1	1288	987	1295	994	false	true	
6.10.1	1816	619	2030	740	false	false	NA
4.1.2	1942	946	1964	972	false	false	
2.1	1947	896	2001	951	false	false	
2.5	1939	914	1959	941	false	true	
5.15.2	1266	859	1291	884	false	false	
6.16	1654	976	1676	986	false	false	
5.15.5	1632	958	1652	978	false	false	
4.1.1	1070	953	1077	962	false	false	
3.19	1233	858	1258	883	false	false	
5.15.2	1372	858	1396	882	false	false	
5.15.2	1472	853	1496	878	false	false	
6.6	1488	993	1496	999	false	true	
