class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.2	1946	944	1970	972	false	false	
2.5	1945	913	1966	940	false	true	
2.1	1956	894	2011	949	false	false	
6.10.1	1825	610	2042	735	false	false	NA
6.16	1654	975	1677	986	false	false	
5.15.2	1574	838	1601	865	false	false	
5.14	1537	974	1551	988	false	false	
6.6	1488	993	1495	1002	false	true	
5.15.2	1472	851	1496	877	false	false	
3.19	1231	856	1257	882	false	false	
4.1.1	1067	953	1075	962	false	false	
5.16	648	948	667	978	false	false	
5.15.2	1370	856	1395	881	false	false	
4.2.1	1287	987	1293	995	false	true	
5.15.2	1264	857	1289	883	false	false	
5.15.5	1633	957	1653	978	false	false	
