class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.14	1531	974	1546	989	false	false	
6.6	1481	992	1489	1001	false	true	
6.10.1	1829	604	2052	732	false	false	NA
4.1.2	1948	944	1971	972	false	false	
2.5	1946	913	1969	939	false	true	
6.16	1652	975	1674	986	false	false	
5.15.5	1629	957	1650	979	false	false	
5.15.2	1571	837	1598	865	false	false	
5.15.2	1468	849	1493	875	false	false	
5.15.2	1365	855	1391	881	false	false	
4.2.1	1277	986	1286	995	false	true	
3.19	1224	856	1250	882	false	false	
5.16	634	947	654	978	false	false	
2.1	1961	892	2017	949	false	false	
5.15.2	1258	855	1284	882	false	false	
4.1.1	1059	952	1067	961	false	false	
