class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.4	1103	919	1111	933	false	false	
5.19.2	409	895	421	926	false	false	
5.19.1	433	852	458	890	false	false	
1.34.2	585	830	640	873	false	false	
8.22.3	1583	856	1670	1172	false	false	
4.2.3	1555	707	1686	837	false	false	
4.1.5	2075	900	2109	933	false	false	
6.10.1	1981	897	2137	917	false	true	NA
5.19.1	2426	896	2448	940	false	true	
5.19.2	1571	902	1577	941	false	true	
5.19.1	536	901	547	915	false	true	
1.34.2	108	847	158	882	false	false	
5.16	704	894	711	915	false	false	
5.19.1	1956	917	1968	930	false	true	
8.22.3	1904	939	1910	957	false	true	
