class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.19	1123	692	1176	745	false	false	
5.15.2	1191	694	1245	749	false	false	
5.15.2	1831	676	1889	734	false	false	
5.19.1	914	929	925	940	false	false	
4.1.1	914	913	925	924	false	false	
5.19.2	770	923	781	935	false	true	
3.1	714	975	727	989	false	false	
2.1	640	973	652	984	false	false	
5.16	0	878	3	940	false	true	
4.2.1	1202	965	1213	976	false	false	
5.15.2	1622	693	1673	747	false	false	
6.16	1875	963	1913	981	false	false	
8.22.1	1205	979	1210	987	false	true	
6.6	1460	980	1473	994	false	false	
5.14	1563	956	1583	976	false	false	
5.15.5	1814	930	1849	967	false	false	
5.15.2	1411	697	1466	753	false	false	
