class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.25	446	976	464	987	true	true	
8.2.1	458	989	469	998	true	true	500 м
3.24	457	1004	467	1020	true	true	40
8.2.1	848	979	866	993	true	false	500 м
4.1.2	1879	948	1896	997	false	true	
1.25	846	960	864	982	true	false	
3.24	1554	917	1593	956	true	false	50
1.8	1328	917	1365	949	false	false	
1.25	1552	873	1599	917	true	false	
2.1	930	969	951	991	false	false	
4.1.2	822	964	834	976	false	false	
6.16	833	985	846	991	false	true	
5.16	809	978	816	992	false	true	
3.24	853	991	865	1005	true	false	40
1.25	0	881	53	938	true	true	
5.19.2	414	984	426	994	false	true	
