class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1603	913	1623	933	false	false	
6.16	1690	963	1751	985	false	true	
5.19.1	1648	850	1684	886	false	false	
4.5.2	1847	947	1864	965	false	false	
6.10.1	2092	678	2448	982	false	true	NA
5.19.2	118	887	131	915	false	true	
5.19.2	355	923	382	954	false	true	
3.1	635	894	646	917	false	false	
3.27	1567	955	1585	965	false	true	
2.1	1710	875	1767	935	false	false	
5.19.2	958	927	975	944	false	false	
5.19.1	793	923	811	941	false	false	
2.4	122	855	134	876	false	true	
3.27	434	948	445	961	false	false	
