class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1194	969	1209	984	false	true	
3.1	1195	948	1208	964	false	false	
5.19.1	1181	980	1198	998	false	false	
5.19.2	1373	957	1392	976	false	false	
5.19.1	1041	974	1060	994	false	false	
8.24	1697	1017	1713	1020	false	true	
5.19.2	761	977	779	996	false	false	
6.3.1	1373	981	1392	1000	false	false	
4.4.1	1470	977	1486	993	false	false	
5.19.2	1469	996	1485	1012	false	false	
2.1	1694	960	1719	986	false	true	
5.19.1	1695	991	1715	1011	false	true	
5.20	1688	921	1711	946	false	false	
3.24	1685	947	1714	976	false	false	20
5.16	1865	931	1901	985	false	false	
