class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	2401	840	2423	893	false	false	
3.2	2397	743	2426	802	false	false	
5.5	2398	680	2423	742	false	false	
8	2399	803	2425	835	false	false	
8	2401	896	2421	926	false	false	
3.1	377	793	420	836	false	false	
3.27	1656	901	1697	940	false	false	
5.19.1	1656	854	1694	892	false	false	
8.24	1657	942	1699	962	false	false	
5.19.1	2225	825	2318	924	false	false	
2.1	2202	657	2336	798	false	false	
5.19.2	1113	916	1149	952	false	false	
6.3.1	784	837	857	911	false	false	
4.4.1	1112	870	1149	905	false	false	
5.19.2	781	747	854	820	false	false	
5.19.1	107	851	177	917	false	false	
5.19.1	379	848	420	891	false	false	
3.27	2096	886	2109	923	false	false	
8	2097	926	2111	948	false	false	
8	2097	860	2107	880	false	false	
3.2	2097	819	2108	856	false	false	
5.19.2	2096	771	2107	811	false	false	
5.19.1	867	894	874	935	false	false	
