class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1384	960	1392	983	false	false	
8.5.2	1069	987	1086	995	false	false	
3.27	1069	967	1086	985	false	false	
5.19.2	713	944	746	977	false	false	
5.19.1	1256	925	1289	959	false	false	
2.1	1244	859	1301	913	false	false	
5.19.1	362	977	393	1008	false	false	
3.1	393	931	421	958	false	false	
5.19.1	1135	948	1156	970	false	false	
5.19.2	16	986	42	999	false	true	
5.19.1	395	965	421	990	false	true	
5.19.1	1	939	32	978	false	true	
4.4.1	809	930	834	954	false	false	
5.19.2	811	960	833	982	false	false	
4.4.1	1386	929	1394	953	false	false	
