class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1393	987	1409	1002	false	false	
8.2.4	1420	961	1434	988	false	false	
2.4	1389	941	1413	962	false	false	
3.27	1415	934	1442	961	false	false	
4.4.1	1436	961	1461	985	false	false	
2.4	1431	929	1466	958	false	true	
8.24	1066	1002	1091	1016	false	false	
8.2.4	1072	974	1087	1001	false	false	
3.27	1068	947	1095	973	false	false	
4.4.1	1051	985	1067	1000	false	false	
5.19.2	1052	1004	1066	1018	false	false	
4.4.2	1036	932	1061	959	false	false	
5.19.2	1000	978	1017	995	false	false	
5.19.1	1439	991	1463	1015	false	false	
4.4.1	1391	963	1409	981	false	false	
8.24	1413	988	1436	1003	false	false	
4.4.1	1695	984	1706	1002	false	false	
5.19.2	1696	1007	1706	1024	false	false	
