class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.1.1	1505	965	1533	980	false	false	250 м
8.4.1	1505	934	1535	950	false	false	12 т без пропуска
8.5.4	1505	950	1535	964	false	false	6.00 - 22.00
3.1	870	923	894	950	false	false	
6.9.2	1344	894	1398	936	false	false	М9 Псков М3 Калуга МКАД
3.1	1507	907	1531	932	false	false	
6.9.1	1343	969	1370	984	false	false	NA
8.4.1	869	951	896	964	false	false	12 т без пропуска
8.5.4	869	966	896	980	false	false	6.00 - 22.00
8.1.1	871	981	894	993	false	false	250 м
NA	1496	973	1513	995	false	true	50 м
7.5	1464	985	1476	1003	false	false	5 м
