class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	927	986	938	1001	false	true	
3.1	927	966	940	980	false	false	
5.19.2	1171	981	1186	997	false	false	
4.4.1	1169	963	1187	978	false	false	
5.19.2	1141	977	1157	995	false	false	
5.19.1	803	978	822	997	false	false	
5.19.2	683	993	699	1008	false	false	
2.1	1429	935	1457	962	false	false	
5.19.1	1433	967	1453	988	false	false	
5.16	2400	806	2448	932	false	true	
5.19.1	1379	974	1393	988	false	false	
5.19.2	383	994	399	1012	false	false	
5.19.2	504	992	524	1011	false	false	
8.5.2	1336	997	1349	1005	false	false	
5.19.1	1534	984	1541	995	false	false	
