class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1796	643	1914	757	false	false	
6.10.1	1926	588	2435	918	false	false	NA
8.2.2	1832	763	1882	877	false	false	70 м
8.1.1	898	1031	928	1050	false	false	20 м
3.24	661	939	680	959	false	false	40
3.4	624	940	642	958	false	false	8 т
1.31	537	941	558	960	false	false	
8.2.1	538	961	557	970	false	false	600 м
4.2.3	448	1018	468	1036	false	false	
8.22.3	452	1038	466	1088	false	false	
4.2.3	474	1109	490	1130	false	false	
3.10	0	652	45	778	false	true	
3.27	0	791	50	921	false	true	
